#Protein type, x, y, z, NP 
3K2S-P4:62.5-17.5,-6.671850638422413,-1.1688407631304387,19.025793979648874,2.0
3K2S-P4:152.5-172.5,3.2878023187603875,-12.137060150513667,13.751132851760373,6.0
3K2S-P4:97.5-272.5,8.685170036599734,10.935581211718402,-0.2641427401979287,0.0
3K2S-P4:82.5-282.5,-0.8035783665882523,12.046797070159663,-6.64262238605532,9.0
3K2S-P4:47.5-117.5,13.204451238837994,3.7912690626667978,-8.61394384225567,6.0
3K2S-P4:157.5-242.5,-5.566239215100762,-12.042123058381968,-12.942950144765923,2.0
3K2S-P4:62.5-107.5,-5.678558008010561,-13.652008734071568,-4.201944466545291,1.0
2A73-P2:112.5-197.5,-12.004302252164837,-9.917090244865468,6.768902341857726,9.0
3K2S-P4:97.5-277.5,-2.486539021693103,-13.472878123936987,2.5776878019433074,5.0
3K2S-P4:102.5-252.5,-13.577569603810907,4.300946777723275,3.4851241092419354,4.0
2A73-P2:112.5-207.5,-6.531368621460841,-12.191015527042628,-9.477634672819232,7.0
3K2S-P4:142.5-152.5,8.548688080359955,-10.62686465340345,12.213877571130267,9.0
3K2S-P4:167.5-187.5,-14.945686908295311,-2.714512704502978,-10.285317802005142,3.0
3K2S-P4:142.5-217.5,-8.890074150081986,16.548086632969667,-1.2494625366297045,4.0
3K2S-P4:147.5-182.5,-16.9348949107362,4.580721725893295,-6.425905753051753,1.0
3K2S-P4:142.5-187.5,16.498499908222573,5.678199115659785,6.478144729463619,9.0
3K2S-P4:102.5-257.5,-12.087976539291805,-7.748729215733466,2.254775900480354,3.0
3K2S-P4:47.5-117.5,-4.659022154660637,0.9894870478294017,-15.49986161507509,9.0
2A73-P2:152.5-47.5,9.513424648092142,9.840813615578169,-0.024980605286647008,8.0
3K2S-P4:162.5-357.5,-12.463257621401874,-3.0566941746750738,13.041705155101656,3.0
3K2S-P4:72.5-287.5,2.6874512572988114,-11.85506651538655,-7.374262792610582,9.0
3K2S-P4:127.5-352.5,-11.082894499555753,2.5530586560357422,-13.24873358088095,4.0
3K2S-P4:137.5-87.5,-7.421278167563744,-4.566097840728197,12.575336659107183,3.0
3K2S-P4:27.5-117.5,11.935865550405278,1.6834514247446792,12.935068260214823,1.0
3K2S-P4:77.5-327.5,15.57068200800879,1.1565212295571299,-6.699652681139361,2.0
2A73-P2:17.5-242.5,-10.000282398231308,8.419287469335258,-6.040798581644292,5.0
3K2S-P4:167.5-317.5,-12.639912932148619,-9.024526530170036,9.571260463064483,0.0
3K2S-P4:142.5-187.5,13.227728192192101,-11.425036657610882,-6.3956663296572165,5.0
3K2S-P4:87.5-237.5,-6.190438562568205,10.741685859527218,-8.342034558772903,2.0
3K2S-P4:137.5-62.5,-7.188494616517628,-9.727481571822725,-8.733406442845274,5.0
3GHG-P3:62.5-172.5,-4.174189567885843,4.177025348173489,12.307718430124325,0.0
