1AO6-P1:2.5-2.5 8.068918381833818e-09 5.954289905176561 288618607.514297 395150268.58823687 0.31416 45.39779815023812
1AO6-P1:2.5-7.5 8.068918381833818e-09 5.946524667327837 288223859.1510591 391943409.9208827 0.30738 45.32068869800763
1AO6-P1:2.5-12.5 8.068918381833818e-09 5.939044230584105 287843635.8725472 388832010.87611383 0.30073 45.24640568411599
1AO6-P1:2.5-17.5 8.068918381833818e-09 5.9322733680228925 287499519.4390436 386229282.3017408 0.29521 45.17916761038509
1AO6-P1:2.5-22.5 8.068918381833818e-09 5.925017122027869 287130776.378209 383537645.43701786 0.2895 45.10710807259305
1AO6-P1:2.5-27.5 8.068918381833818e-09 5.919079819615186 286829090.9006815 382051927.90405935 0.28667 45.04814555014796
1AO6-P1:2.5-32.5 8.068918381833818e-09 5.912387495427576 286489076.30387366 380003478.7727616 0.28248 44.98168397196274
1AO6-P1:2.5-37.5 8.068918381833818e-09 5.871563950823484 284415771.1751051 375901503.6118875 0.27889 44.5762436770878
1AO6-P1:2.5-42.5 8.068918381833818e-09 5.86488625438985 284076762.34298754 374332519.349838 0.2759 44.5099209651427
1AO6-P1:2.5-47.5 8.068918381833818e-09 5.85886237527487 283770977.75724196 372753557.11059874 0.27275 44.450091349253654
1AO6-P1:2.5-52.5 8.068918381833818e-09 5.854212438105639 283534957.8684006 371409572.893431 0.26997 44.40390746131332
1AO6-P1:2.5-57.5 8.068918381833818e-09 5.849376009634626 283289491.124238 370017133.61534977 0.26708 44.35587099507751
1AO6-P1:2.5-62.5 8.068918381833818e-09 5.907762834597225 286254134.4103615 372355855.6081664 0.26297 44.93575577232264
1AO6-P1:2.5-67.5 8.068918381833818e-09 5.988578215739537 290362260.43484557 376813103.30577 0.26062 45.73826100262638
1AO6-P1:2.5-72.5 8.068918381833818e-09 6.131814977221143 297656721.63187915 384941310.2194265 0.25715 47.159991351857904
1AO6-P1:2.5-77.5 8.068918381833818e-09 6.150292805020717 298598951.719566 384372207.8667042 0.25251 47.34332057188458
1AO6-P1:2.5-82.5 8.068918381833818e-09 6.134012863690639 297768782.5834104 383353403.3830815 0.25264 47.181798904780386
1AO6-P1:2.5-87.5 8.068918381833818e-09 6.24370813042851 303366722.33116627 388456959.92408043 0.24724 48.269813740899146
1AO6-P1:2.5-92.5 8.068918381833818e-09 6.182979655694937 300266422.1720609 385010325.9042927 0.2486 47.66757467528191
1AO6-P1:2.5-97.5 8.068918381833818e-09 6.381030254337277 310388406.70340216 395952572.66066736 0.24347 49.63057602160683
1AO6-P1:2.5-102.5 8.068918381833818e-09 6.359059231952306 309263927.5910112 393560595.4305757 0.24104 49.41296710608082
1AO6-P1:2.5-107.5 8.068918381833818e-09 6.415457699264581 312151199.13618886 396381718.68461424 0.23889 49.97146779264633
1AO6-P1:2.5-112.5 8.068918381833818e-09 6.442380019225344 313530379.24750537 397182653.34718585 0.2365 50.23796617895155
1AO6-P1:2.5-117.5 8.068918381833818e-09 6.413721690130712 312062286.9130306 395065986.51851314 0.23585 49.95428097209407
1AO6-P1:2.5-122.5 8.068918381833818e-09 6.359986568726375 309311380.81111336 392045723.43113804 0.23703 49.42215266473009
1AO6-P1:2.5-127.5 8.068918381833818e-09 6.429196460814548 312854936.38561714 396441948.7227132 0.23679 50.107473815487204
1AO6-P1:2.5-132.5 8.068918381833818e-09 6.525597161732644 317797169.3646376 401229405.4284627 0.23312 51.06124578196532
1AO6-P1:2.5-137.5 8.068918381833818e-09 6.435023887402312 313153479.7150298 396863907.9900523 0.2369 50.16515647445607
1AO6-P1:2.5-142.5 8.068918381833818e-09 6.42615907527046 312699339.8739297 395840817.0957872 0.23577 50.077406992364494
1AO6-P1:2.5-147.5 8.068918381833818e-09 6.402343330448577 311479588.58324903 394884694.5927867 0.23726 49.84162588338536
1AO6-P1:2.5-152.5 8.068918381833818e-09 6.34451724406796 308519884.0469938 392833671.767795 0.2416 49.26891422131977
1AO6-P1:2.5-157.5 8.068918381833818e-09 6.326998099489641 307623743.2328956 391179847.9118803 0.24029 49.0953451222293
1AO6-P1:2.5-162.5 8.068918381833818e-09 6.371266031728924 309888624.1559012 394643551.4136399 0.24177 49.53387305832737
1AO6-P1:2.5-167.5 8.068918381833818e-09 6.303390509398422 306416562.6703307 391464757.45938325 0.24495 48.86141421888744
1AO6-P1:2.5-172.5 8.068918381833818e-09 6.281120433810891 305278194.25944215 390533390.7129575 0.24629 48.64069506883759
1AO6-P1:2.5-177.5 8.068918381833818e-09 6.151940461013649 298682983.39832306 383209851.6743704 0.2492 47.35966693297377
1AO6-P1:2.5-182.5 8.068918381833818e-09 6.062956198022864 294147916.25134313 378638815.5103618 0.2525 46.476637695962545
1AO6-P1:2.5-187.5 8.068918381833818e-09 5.941877284131801 287987631.7700649 371767081.7958941 0.25535 45.27453895548504
1AO6-P1:2.5-192.5 8.068918381833818e-09 5.91370376984384 286555948.87546843 370185340.7341551 0.25607 44.99475599904268
1AO6-P1:2.5-197.5 8.068918381833818e-09 5.922118041037051 286983464.9903792 372566148.0924218 0.26099 45.07831781416838
1AO6-P1:2.5-202.5 8.068918381833818e-09 5.928424263973654 287303912.81906486 373601822.73067904 0.26265 45.14094351866315
1AO6-P1:2.5-207.5 8.068918381833818e-09 5.935155069536131 287645971.89912224 374956665.16457397 0.26508 45.20778451014569
1AO6-P1:2.5-212.5 8.068918381833818e-09 5.941080892205743 287947152.80717564 376702957.6351108 0.26868 45.266630511429696
1AO6-P1:2.5-217.5 8.068918381833818e-09 5.948046024060944 288301193.8845988 378015706.2773885 0.27093 45.33579603640686
1AO6-P1:2.5-222.5 8.068918381833818e-09 5.9541132091114894 288609624.55896443 379834258.18921155 0.27466 45.396043563801015
1AO6-P1:2.5-227.5 8.068918381833818e-09 5.9609858435906 288959037.7048104 381810701.518844 0.27864 45.464287904365975
1AO6-P1:2.5-232.5 8.068918381833818e-09 5.9679735380214805 289314340.64832175 384042714.05394274 0.28324 45.5336732529498
1AO6-P1:2.5-237.5 8.068918381833818e-09 5.971278045934352 289482378.8416823 385362491.46820986 0.28609 45.56648530455609
1AO6-P1:2.5-242.5 8.068918381833818e-09 6.005545292482473 291225441.0162215 389190008.71102065 0.28997 45.90671897093066
1AO6-P1:2.5-247.5 8.068918381833818e-09 6.121646379128443 297138319.4553257 396064767.6131851 0.28738 47.05909435018427
1AO6-P1:2.5-252.5 8.068918381833818e-09 6.286440760026784 305550113.8291058 403160120.29996663 0.27722 48.69342853730159
1AO6-P1:2.5-257.5 8.068918381833818e-09 6.2742574860899065 304927466.2028942 394861050.68455696 0.25846 48.57266830739854
1AO6-P1:2.5-262.5 8.068918381833818e-09 6.379362607666985 310303042.5581666 389214021.6921372 0.22658 49.614060592193795
1AO6-P1:2.5-267.5 8.068918381833818e-09 6.5622872017785046 319680165.04352266 380456182.02595526 0.17405 51.42398719031027
1AO6-P1:2.5-272.5 8.068918381833818e-09 6.532957171576627 318174810.0075876 384206799.78993624 0.18858 51.13402369444299
1AO6-P1:2.5-277.5 8.068918381833818e-09 6.520082307145951 317514232.1188023 377572514.978204 0.17324 51.0067093782495
1AO6-P1:2.5-282.5 8.068918381833818e-09 6.598949498071238 321562828.2008838 374935100.87960345 0.15356 51.786299947950226
1AO6-P1:2.5-287.5 8.068918381833818e-09 6.617786556355489 322530562.84344226 386135328.60102636 0.17999 51.97239404343644
1AO6-P1:2.5-292.5 8.068918381833818e-09 6.709776327009592 327260569.82779974 379443878.5181907 0.14795 52.88054194850185
1AO6-P1:2.5-297.5 8.068918381833818e-09 6.55066410135047 319083529.3303647 384872809.9499923 0.18746 51.30909016361873
1AO6-P1:2.5-302.5 8.068918381833818e-09 6.638347325177661 323587179.48202103 391661742.694758 0.19093 52.17546776468659
1AO6-P1:2.5-307.5 8.068918381833818e-09 6.73932877906694 328781574.0829227 388236085.2486675 0.16622 53.172059329767734
1AO6-P1:2.5-312.5 8.068918381833818e-09 6.567313289176217 319938197.57005537 394460040.8551461 0.20939 51.47366643027195
1AO6-P1:2.5-317.5 8.068918381833818e-09 6.476301933052757 315268976.1890428 393911461.53549653 0.2227 50.573648491410765
1AO6-P1:2.5-322.5 8.068918381833818e-09 6.509224782808731 316957263.73708326 398679146.8178146 0.22939 50.89932957395365
1AO6-P1:2.5-327.5 8.068918381833818e-09 6.540133263799601 318543056.2453574 397465306.21358573 0.22135 51.20497717243701
1AO6-P1:2.5-332.5 8.068918381833818e-09 6.46179181448225 314525175.64788216 398590320.0817744 0.23687 50.43007459501749
1AO6-P1:2.5-337.5 8.068918381833818e-09 6.3958093659990025 311145024.8030538 401609057.3082657 0.25522 49.77692870912551
1AO6-P1:2.5-342.5 8.068918381833818e-09 6.404188238405498 311574061.1785503 408110130.8607821 0.2699 49.85989282476953
1AO6-P1:2.5-347.5 8.068918381833818e-09 6.195419727769438 300901264.2400263 407741006.62446 0.30385 47.79096239816276
1AO6-P1:2.5-352.5 8.068918381833818e-09 6.0722181211510105 294619644.6110641 401041608.6423338 0.30838 46.56856705629144
1AO6-P1:2.5-357.5 8.068918381833818e-09 5.977956092759954 289821993.0678275 397310033.81491405 0.31545 45.63279374175016
1AO6-P1:7.5-2.5 2.4145345804469568e-08 7.227411516960544 354003583.82912403 75183142.49627078 -1.54938 57.967668279850265
1AO6-P1:7.5-7.5 2.4145345804469568e-08 6.86370804819969 335190836.51986754 103950001.7233874 -1.17079 54.39766210356287
1AO6-P1:7.5-12.5 2.4145345804469568e-08 6.505058964504525 316743591.3748382 234211039.36935395 -0.30187 50.85812665684855
1AO6-P1:7.5-17.5 2.4145345804469568e-08 6.16792503769509 299498324.47772574 385745884.8017356 0.25307 47.51824094930377
1AO6-P1:7.5-22.5 2.4145345804469568e-08 5.841688093813397 282899340.6756874 399694756.76823485 0.34561 44.27951231120376
1AO6-P1:7.5-27.5 2.4145345804469568e-08 5.844233916071378 283028531.9962479 387221822.01958406 0.31345 44.30479826157061
1AO6-P1:7.5-32.5 2.4145345804469568e-08 6.187636122219778 300504036.2096106 402349528.8238324 0.29186 47.713761357958404
1AO6-P1:7.5-37.5 2.4145345804469568e-08 6.35108778241052 308856045.4799322 408640295.55640674 0.27996 49.334004266220134
1AO6-P1:7.5-42.5 2.4145345804469568e-08 6.22899577558706 302615351.9304158 397534822.2806369 0.27282 48.123936331448654
1AO6-P1:7.5-47.5 2.4145345804469568e-08 6.221647849416923 302240154.58498365 393697132.7987426 0.26436 48.051073606589654
1AO6-P1:7.5-52.5 2.4145345804469568e-08 6.568676614660189 320008192.390308 411198718.10442966 0.25073 51.4871414149781
1AO6-P1:7.5-57.5 2.4145345804469568e-08 6.864757330110856 335244958.951362 425481507.04444546 0.23836 54.407992002053554
1AO6-P1:7.5-62.5 2.4145345804469568e-08 6.959124524955393 340116074.29024655 423306691.06820613 0.21881 55.33632999119037
1AO6-P1:7.5-67.5 2.4145345804469568e-08 6.940351232312307 339146451.69756895 417912476.8180956 0.20884 55.151756843203835
1AO6-P1:7.5-72.5 2.4145345804469568e-08 6.915620148726202 337869545.99376357 408826091.8769763 0.19063 54.90852481294306
1AO6-P1:7.5-77.5 2.4145345804469568e-08 6.892515106378265 336677038.611223 400492135.0343329 0.17357 54.68120020971338
1AO6-P1:7.5-82.5 2.4145345804469568e-08 6.883714629316155 336222937.26900846 399192774.2585279 0.17167 54.59459328704791
1AO6-P1:7.5-87.5 2.4145345804469568e-08 6.858192878483255 334906376.1374821 388681801.7603067 0.14891 54.34336406033985
1AO6-P1:7.5-92.5 2.4145345804469568e-08 6.843963197177821 334172553.2233567 383568217.3635353 0.13786 54.20324906668601
1AO6-P1:7.5-97.5 2.4145345804469568e-08 6.831440350158714 333526886.21660215 379704561.44288415 0.12967 54.079916222359415
1AO6-P1:7.5-102.5 2.4145345804469568e-08 6.804465283314467 332136504.0007252 375303878.70894325 0.12219 53.81417197871589
1AO6-P1:7.5-107.5 2.4145345804469568e-08 6.807046382869038 332269516.8853458 375093916.05728287 0.12123 53.8396041237579
1AO6-P1:7.5-112.5 2.4145345804469568e-08 6.7974290272312174 331773928.9099559 369268418.1116599 0.10707 53.744837391563586
1AO6-P1:7.5-117.5 2.4145345804469568e-08 6.799204169585351 331865397.4319096 368945692.084307 0.10592 53.76233013372038
1AO6-P1:7.5-122.5 2.4145345804469568e-08 6.803581802542478 332090976.4481129 368167853.13441974 0.10313 53.80546662977452
1AO6-P1:7.5-127.5 2.4145345804469568e-08 6.811571836899386 332502741.9482237 369351256.7332357 0.1051 53.88419213493658
1AO6-P1:7.5-132.5 2.4145345804469568e-08 6.827270527064967 333311921.7863882 371351388.6639733 0.10807 54.038844141390456
