#Protein type, x, y, z, NP 
3GHG-P3:82.5-137.5,5.147106928805212,22.989163397583198,-5.132357549694296,1.0
2A73-P2:107.5-207.5,-8.921450867366847,9.889465721182926,10.975506433235324,8.0
2A73-P2:132.5-327.5,-9.17308514233269,-9.92654398174438,-10.290953773067592,2.0
2A73-P2:42.5-167.5,-10.154017373744757,13.119881781972223,5.8210078441078705,1.0
2A73-P2:82.5-282.5,-3.3789863000332616,-16.722802272854448,-6.199833043583049,1.0
3GHG-P3:62.5-12.5,-8.47947540247701,-32.757750415811046,-2.42896598003001,7.0
2A73-P2:47.5-167.5,1.488805349841336,-13.516817618816754,11.077791045002964,5.0
2A73-P2:87.5-192.5,-4.26219709352148,-16.86610724142414,0.12685585721816794,6.0
2A73-P2:97.5-192.5,-11.8460725579512,-12.3988448371192,-2.7570104019773134,0.0
3GHG-P3:122.5-137.5,-2.854219917529246,14.029912527500644,-26.04249550638944,7.0
1HZH-P5:87.5-297.5,-6.826830211095327,-10.701515800306694,13.94312721999104,5.0
2A73-P2:132.5-217.5,12.833642893041155,-3.330094495200843,9.384636221568238,5.0
1HZH-P5:107.5-7.5,14.308554599340201,-14.587846973474178,1.6796077663160105,3.0
1HZH-P5:107.5-242.5,6.658305073287012,0.3738187535709031,-17.82582484222619,8.0
1AO6-P1:117.5-17.5,11.35329482501822,9.753680705268998,-6.8948403810297485,2.0
2A73-P2:137.5-217.5,-15.600633059802597,3.6349834762383755,-2.0839944441630283,9.0
2A73-P2:22.5-27.5,10.515788900590044,12.009616683822713,-0.4756156740910844,5.0
1HZH-P5:152.5-157.5,9.424611240300093,-10.14331154506888,9.442972751454207,2.0
3K2S-P4:87.5-112.5,-4.302483411785665,3.444546405705763,13.839677587563251,7.0
2A73-P2:52.5-152.5,8.616686219704208,-14.53922426780979,-0.20252542116317326,1.0
2A73-P2:107.5-182.5,-15.974557405017322,-5.28143685060508,5.550132201462307,7.0
2A73-P2:12.5-202.5,-14.5444783089098,-0.6802191591436013,4.756713175191368,7.0
3GHG-P3:57.5-152.5,-11.59921025693693,13.157738519316487,3.0856997377901516,4.0
1AO6-P1:112.5-307.5,-9.376758473467737,9.021271179991265,8.142364350459502,4.0
3K2S-P4:7.5-317.5,17.215341962295376,-4.105187061885909,9.490771148316352,1.0
3K2S-P4:177.5-222.5,-2.623693165948749,18.555760596299354,2.5288206717101693,9.0
2A73-P2:22.5-142.5,15.168143969815011,-3.623945205295855,-5.037666512131739,2.0
1AO6-P1:112.5-17.5,-6.231205865333675,-5.267970449787571,-14.222113027118992,1.0
1AO6-P1:117.5-332.5,8.449370023278266,4.046423077857713,13.316789553102774,9.0
3K2S-P4:92.5-52.5,-8.157776313664554,4.880538994128674,-11.761822212383914,0.0
1HZH-P5:167.5-157.5,-15.775671186716284,5.147761899229985,2.7658324766240905,6.0
1HZH-P5:17.5-122.5,-1.9368860956751255,2.7666604017162517,-15.1476956824499,4.0
3GHG-P3:112.5-207.5,20.157180457093837,-8.910606633211092,32.67068834737606,6.0
2A73-P2:22.5-167.5,-12.430255741032934,2.536280304892732,10.014022570679334,9.0
1HZH-P5:17.5-202.5,-11.597122563145554,10.330157568371337,-5.673171999091905,3.0
1HZH-P5:137.5-152.5,11.699423480366658,-5.649574460848483,8.248584808210826,1.0
3GHG-P3:92.5-182.5,-15.330180898920815,-8.110542073815715,9.5906014723539,0.0
2A73-P2:107.5-182.5,-8.768432553509761,9.702679804302107,11.952264309183015,5.0
1AO6-P1:27.5-67.5,-0.6708528821661284,12.31912975324267,-11.274159433397392,5.0
3K2S-P4:67.5-22.5,5.067528570314413,16.609020913410692,-10.000414144095089,6.0
3GHG-P3:72.5-132.5,24.06451162878865,12.061092651246105,-1.7011250719092772,3.0
1HZH-P5:157.5-167.5,-5.24298643270654,-11.246741213450344,-12.276177641337783,4.0
3K2S-P4:77.5-112.5,14.507800233116075,2.090654788597524,-3.2154689287839116,3.0
3K2S-P4:142.5-172.5,3.9769640394489687,1.9140810292040835,-18.466946939719957,4.0
3K2S-P4:72.5-247.5,-13.94501992776518,3.0227002891656283,-0.8877274453948485,0.0
3K2S-P4:47.5-212.5,-3.4476590695826133,14.963755593021961,8.869412765413143,6.0
1AO6-P1:122.5-157.5,-8.10423828838652,13.805396307600862,-5.927091411266556,5.0
