#Protein type, x, y, z, NP 
2A73-P2:107.5-197.5,-14.764499959181167,-7.842008138522057,-3.5728598260493882,6.0
3K2S-P4:47.5-102.5,0.8645959555005133,-6.456991598854494,15.225256911874418,2.0
3K2S-P4:107.5-47.5,-13.572192425685877,-2.336481226771616,-4.776172955801648,4.0
3K2S-P4:57.5-82.5,-1.2800623299826592,12.652581486183973,10.125027208587708,4.0
3K2S-P4:102.5-257.5,-11.805672632999624,2.1734218532939864,-8.208168573712427,2.0
3K2S-P4:72.5-22.5,-17.71656919005907,-1.9438828359059694,-5.922844432806328,2.0
3K2S-P4:112.5-47.5,-3.814621506672117,-1.0712266835374045,13.99372173546279,4.0
3K2S-P4:92.5-272.5,10.705959899889903,-6.0625726088734595,-6.039167649077892,3.0
3K2S-P4:162.5-222.5,15.279500165611307,8.894534150773275,-5.629712520381771,8.0
3K2S-P4:102.5-267.5,-13.027143804195331,3.2576765756171526,-4.906285979448196,3.0
3K2S-P4:112.5-52.5,-1.8866046510188585,-0.5776188692831548,14.094333286685252,0.0
3K2S-P4:97.5-267.5,-9.991823066108067,3.1768739556449788,9.337457669342005,1.0
3K2S-P4:97.5-257.5,-8.219145625682538,8.889777703874033,-7.576297257505249,2.0
3K2S-P4:92.5-257.5,6.996991557789473,-11.43645155656066,3.7603109283945826,6.0
3K2S-P4:62.5-87.5,10.287979019599655,-10.432492227624369,5.874509497457962,8.0
3K2S-P4:47.5-97.5,-15.1590986749674,6.407902860417574,1.6986608107788703,9.0
3K2S-P4:102.5-282.5,-10.618287665643102,-0.21950795531946604,-9.493852255401503,8.0
3K2S-P4:92.5-287.5,3.403791124878283,1.2723506841685541,13.429013435220622,8.0
3K2S-P4:37.5-242.5,-14.187451864902766,-5.6045512702845075,-2.024378709441766,0.0
3K2S-P4:32.5-117.5,-8.337538694111617,14.98353403186272,-2.683863337973073,5.0
3K2S-P4:87.5-262.5,7.406692847319175,9.280565792598486,6.74725248358416,3.0
2A73-P2:37.5-147.5,0.3214942515499511,16.197469005347735,0.22906136128833945,8.0
3K2S-P4:92.5-37.5,-2.859079885358,-14.92847658257155,-5.641440822468685,5.0
2A73-P2:27.5-277.5,6.6132699990774775,-9.558723792598597,-7.433867855476429,8.0
2A73-P2:27.5-267.5,-0.795464482701861,3.928620411103207,13.191486046141055,9.0
3K2S-P4:87.5-262.5,-12.941829626617922,-1.374332606909661,-4.139284025491646,0.0
3K2S-P4:132.5-97.5,-0.6713868077183339,2.612292688083134,-15.129412447072237,5.0
3K2S-P4:52.5-112.5,-15.453875268125334,-3.3004685314456936,2.240704275799547,2.0
3K2S-P4:77.5-37.5,-8.66864944234606,13.224937003092744,-4.96720828867147,5.0
3K2S-P4:52.5-97.5,-4.515415029440286,15.412101144946686,3.0297562656708874,2.0
1HZH-P5:127.5-92.5,-2.349153340628368,17.193856465971773,5.441408243092714,2.0
3K2S-P4:82.5-182.5,4.662600339742088,0.928488200601386,16.642453299622144,8.0
3K2S-P4:167.5-337.5,-0.2919512676671674,-15.078770885687996,10.687771854777361,4.0
3K2S-P4:157.5-212.5,15.610660970983947,8.94160945638441,-5.675006847050467,3.0
1HZH-P5:12.5-117.5,-2.1271321318091636,-3.6650960139982294,14.122771753074494,3.0
3K2S-P4:2.5-342.5,1.530550319988728,19.880024231146265,-2.4003787748176624,1.0
3K2S-P4:62.5-67.5,-3.1153324630632215,-12.827817258804147,-9.455571490240688,8.0
1HZH-P5:122.5-152.5,0.13723130060119046,8.743956621173497,11.404566704848992,1.0
3K2S-P4:172.5-257.5,16.404749044407897,7.365985438967219,-3.786364978411278,7.0
3K2S-P4:62.5-72.5,2.189663241966505,-5.814885128070875,-14.812631713500554,4.0
3K2S-P4:107.5-2.5,4.753295110965345,-9.760366753571962,14.510298768413756,9.0
3K2S-P4:162.5-187.5,11.876239636484408,-13.562005423319967,5.118797767974002,3.0
1HZH-P5:67.5-222.5,-13.231431476861001,14.591527161844061,8.550941006036965,7.0
3K2S-P4:107.5-247.5,-1.3902388205763512,13.481117780114438,7.01735798008154,4.0
3K2S-P4:97.5-257.5,13.788517124567694,-0.6165254800605248,-3.6714403729998857,9.0
3K2S-P4:152.5-352.5,3.013411343266179,-17.460230293016966,-5.162683764221577,9.0
3K2S-P4:107.5-52.5,-5.9212083361762735,11.028366801047053,-6.831989577338318,0.0
1AO6-P1:107.5-107.5,-2.9498847720631147,-2.9150988138007046,-15.096654640196773,6.0
3K2S-P4:87.5-337.5,-13.600343228769406,1.3511845068797135,11.270187976373704,3.0
2A73-P2:27.5-272.5,-10.260064461386117,-3.7726690355347583,8.292821005514924,6.0
3K2S-P4:107.5-22.5,6.690653229182721,9.419580085820508,-11.678652430823675,5.0
2A73-P2:7.5-207.5,-8.364730893325737,3.1653884077230816,11.816595799211376,7.0
3K2S-P4:57.5-262.5,-2.963308523999024,8.766924274563193,-10.393141289458212,8.0
3K2S-P4:147.5-227.5,10.095041143061941,-9.100035974733528,-12.94164446881475,7.0
3K2S-P4:57.5-107.5,-3.732793522415059,-1.1755680656946705,15.190706736716649,4.0
3K2S-P4:92.5-27.5,8.422976080133237,4.292069393807978,13.948146029252879,4.0
2A73-P2:22.5-202.5,-3.569614952276551,-9.86875709495046,-11.157297116573295,0.0
2A73-P2:37.5-262.5,0.2704502066236355,-13.88807078154693,-1.0925741531243962,3.0
3K2S-P4:167.5-342.5,-6.32206960735274,-16.63051234057116,5.088908462511639,8.0
3K2S-P4:102.5-67.5,-5.64163121358269,-11.721875979315621,3.7921339155313154,2.0
2A73-P2:107.5-207.5,-11.358438011405847,12.02065381588086,3.146828912217543,2.0
1HZH-P5:107.5-92.5,-1.4016724088866164,-15.18875430110407,-10.447204679235142,9.0
3K2S-P4:67.5-77.5,-12.074910566696817,5.482495834404465,-8.339393577994112,1.0
3K2S-P4:127.5-222.5,12.136870311057422,2.805131612458789,14.54643604922829,7.0
2A73-P2:52.5-97.5,6.83163394530272,10.61649067081391,8.994761745285432,9.0
3K2S-P4:112.5-52.5,-8.251302197296441,-11.25684008322317,2.782573422785651,0.0
3K2S-P4:147.5-137.5,-1.8922007639797587,11.313794511857946,-14.330513841601435,3.0
3K2S-P4:107.5-267.5,5.623227502570227,-13.459478890481893,1.7723817407337807,0.0
3K2S-P4:82.5-277.5,-3.256398759263319,-10.127818630712856,8.350254323489168,4.0
2A73-P2:12.5-87.5,-7.6950366523403355,11.417637522730296,-6.55160281963868,4.0
