#PPGAFF_PF1
#Upscaled from ../surface/PPGAFF/PF1.dat to radius: 69.18549113695998 bead probs: 1.0
#surf-centre-dist[nm],U[kJ/mol]
4.440892098500626e-16,0.6250346612637259
0.002000000000000446,0.6334669740552243
0.004000000000000448,0.6414242775360466
0.006000000000000449,0.64889693765506
0.008000000000000451,0.6558681009368954
0.010000000000000453,0.6623423656433371
0.012000000000000455,0.668300242422976
0.014000000000000457,0.6737234822780989
0.01600000000000046,0.6785953379146334
0.01800000000000046,0.682900307075941
0.020000000000000462,0.6866128052529354
0.022000000000000464,0.6893349287824058
0.024000000000000465,0.6912700781560854
0.026000000000000467,0.6936809734590956
0.02800000000000047,0.6948973360028039
0.03000000000000047,0.6953315341190074
0.03200000000000047,0.6948934906988862
0.034000000000000474,0.6927623405235963
0.036000000000000476,0.6908804175335297
0.03800000000000048,0.6875604059843445
0.04000000000000048,0.684966619205037
0.04200000000000048,0.6814085243199259
0.04400000000000048,0.6784577171103292
0.046000000000000485,0.6747159393861435
0.04800000000000049,0.67158419561491
0.05000000000000049,0.6676576822495123
0.05200000000000049,0.6633751084052406
0.05400000000000049,0.6603983062765892
0.056000000000000494,0.6569784082050436
0.058000000000000496,0.653053855875334
0.0600000000000005,0.6487542255532452
0.0620000000000005,0.6440392764940519
0.0640000000000005,0.6388559124108892
0.0660000000000005,0.6332790781236716
0.0680000000000005,0.6272857375557914
0.0700000000000005,0.6208979353409697
0.07200000000000051,0.6141324798400709
0.07400000000000051,0.6052668581394973
0.07600000000000051,0.5953388809022888
0.07800000000000051,0.5839176200513813
0.08000000000000052,0.5732335846058163
0.08200000000000052,0.5610156592529019
0.08400000000000052,0.5495322115181571
0.08600000000000052,0.5392891524268575
0.08800000000000052,0.5300034641459649
0.09000000000000052,0.5204391041642162
0.09200000000000053,0.510632023835524
0.09400000000000053,0.4996532198696908
0.09600000000000053,0.4866547983950158
0.09800000000000053,0.4721764337106461
0.10000000000000053,0.4575893206161158
0.10200000000000053,0.44358555984545367
0.10400000000000054,0.4303237583439746
