#PPGAFF_PF2
#Upscaled from ../surface/PPGAFF/PF2.dat to radius: 69.18549113695998 bead probs: 1.0
#surf-centre-dist[nm],U[kJ/mol]
4.440892098500626e-16,-0.6958405455324903
0.002000000000000446,-0.6849465155765908
0.004000000000000448,-0.674566023630818
0.006000000000000449,-0.6646982597438094
0.008000000000000451,-0.6553373697328915
0.010000000000000453,-0.6465182172358463
0.012000000000000455,-0.6382335199793503
0.014000000000000457,-0.6304764689396873
0.01600000000000046,-0.6232461062328067
0.01800000000000046,-0.6165424713341134
0.020000000000000462,-0.6103746865483966
0.022000000000000464,-0.6051211860173631
0.024000000000000465,-0.6006199532836496
0.026000000000000467,-0.5958992745722764
0.02800000000000047,-0.5922502523580524
0.03000000000000047,-0.5893462739729631
0.03200000000000047,-0.5872532987651327
0.034000000000000474,-0.586611489179818
0.036000000000000476,-0.5859153714441101
0.03800000000000048,-0.5864390678695277
0.04000000000000048,-0.5865221930563329
0.04200000000000048,-0.5874609267252409
0.04400000000000048,-0.5880557982460954
0.046000000000000485,-0.589390733665236
0.04800000000000049,-0.5903794750696836
0.05000000000000049,-0.5920577950449377
0.05200000000000049,-0.594089459498617
0.05400000000000049,-0.5952051413229515
0.056000000000000494,-0.5967632209258058
0.058000000000000496,-0.5988060085408655
0.0600000000000005,-0.6012015601066802
0.0620000000000005,-0.6039802398154681
0.0640000000000005,-0.607191883405447
0.0660000000000005,-0.6108010522206051
0.0680000000000005,-0.6148035676979495
0.0700000000000005,-0.619162349758348
0.07200000000000051,-0.6238726601097713
0.07400000000000051,-0.6302861857823254
0.07600000000000051,-0.6375747705564492
0.07800000000000051,-0.646078756971916
0.08000000000000052,-0.6541236934442405
0.08200000000000052,-0.6634325881568168
0.08400000000000052,-0.6722809596268553
0.08600000000000052,-0.6802876100430926
0.08800000000000052,-0.6876720435358346
0.09000000000000052,-0.6953604645917224
0.09200000000000053,-0.703319620026605
0.09400000000000053,-0.7122749750108668
0.09600000000000053,-0.7228809848886752
0.09800000000000053,-0.7347336957912927
0.10000000000000053,-0.7467949349479879
0.10200000000000053,-0.7585486250568259
0.10400000000000054,-0.7698536858685263
0.10600000000000054,-0.7798070449678747
0.10800000000000054,-0.7914046791030371
0.11000000000000054,-0.8051338415668619
0.11200000000000054,-0.8185266252325922
0.11400000000000055,-0.834875255883895
0.11600000000000055,-0.8514642583942065
0.11800000000000055,-0.8664272201493985
0.12000000000000055,-0.8808226064501552
0.12200000000000055,-0.8945525560702041
0.12400000000000055,-0.9136792414658275
0.12600000000000056,-0.9328270624211041
0.12800000000000056,-0.9464520420360576
0.13000000000000056,-0.9594778421496213
0.13200000000000056,-0.9727612716335157
0.13400000000000056,-0.98624238770909
0.13600000000000056,-0.999961026924904
0.13800000000000057,-1.0138619047156658
0.14000000000000057,-1.0279783426460647
0.14200000000000057,-1.0422719818529385
0.14400000000000057,-1.0583419311139133
0.14600000000000057,-1.081081643027793
0.14800000000000058,-1.1048821946350753
0.15000000000000058,-1.127654724698878
0.15200000000000058,-1.1437105247883421
0.15400000000000058,-1.1591765076942095
0.15600000000000058,-1.1748657557557671
0.15800000000000058,-1.190707987349048
0.1600000000000006,-1.2066861393317663
0.1620000000000006,-1.22503426281347
0.1640000000000006,-1.2493811076084702
0.1660000000000006,-1.2672035021541883
0.1680000000000006,-1.2831964560410796
0.1700000000000006,-1.2991034897899256
0.1720000000000006,-1.3161923473435742
0.1740000000000006,-1.3398914858020672
0.1760000000000006,-1.3578037102002742
0.1780000000000006,-1.3731582931989132
0.1800000000000006,-1.3905523402255775
0.1820000000000006,-1.4137619434941826
0.1840000000000006,-1.4353049061028984
0.1860000000000006,-1.4552596681410859
0.1880000000000006,-1.4699300294397473
0.1900000000000006,-1.4845100931227524
0.19200000000000061,-1.4990073811966418
0.19400000000000062,-1.5134165456488955
0.19600000000000062,-1.5276998917259719
0.19800000000000062,-1.541871137220316
0.20000000000000062,-1.555915014326593
0.20200000000000062,-1.5698147372948454
0.20400000000000063,-1.5835543367138758
0.20600000000000063,-1.5971279078024825
0.20800000000000063,-1.6105260290154657
0.21000000000000063,-1.6237180383896408
0.21200000000000063,-1.6367043020720118
0.21400000000000063,-1.6494709991552317
0.21600000000000064,-1.6620023641861859
0.21800000000000064,-1.6742698291539309
0.22000000000000064,-1.6862742532808093
0.22200000000000064,-1.6980061133882405
0.22400000000000064,-1.7094162375963604
0.22600000000000064,-1.720506508520288
0.22800000000000065,-1.731259689459216
0.23000000000000065,-1.7416681254790154
0.23200000000000065,-1.75171670607703
0.23400000000000065,-1.761383155443203
0.23600000000000065,-1.7706680398447652
0.23800000000000066,-1.7795590939903616
0.24000000000000066,-1.7880246504781552
0.24200000000000066,-1.7960391696620792
0.24400000000000066,-1.8036197901793403
0.24600000000000066,-1.8107876510066578
0.24800000000000066,-1.8175396269762856
0.25000000000000067,-1.82386295547143
0.25200000000000067,-1.8297596539758563
0.25400000000000067,-1.8352306071408133
0.25600000000000067,-1.8402884606225278
0.2580000000000007,-1.844931722336042
0.2600000000000007,-1.8491737482541157
0.2620000000000007,-1.8530237275653274
0.2640000000000007,-1.856488766966259
0.2660000000000007,-1.8595788314314254
0.2680000000000007,-1.862306062657576
0.2700000000000007,-1.8646816964734945
0.2720000000000007,-1.8667048628990357
0.2740000000000007,-1.8683867442668851
0.2760000000000007,-1.869753412006598
0.2780000000000007,-1.8708131133966688
0.2800000000000007,-1.8715800258134665
0.2820000000000007,-1.8720418289054865
0.2840000000000007,-1.8722343340773746
0.2860000000000007,-1.8721766357014067
0.2880000000000007,-1.871874366238223
0.2900000000000007,-1.87133222539272
0.2920000000000007,-1.8705617180192744
0.2940000000000007,-1.86957450500132
0.2960000000000007,-1.8683689104312518
0.2980000000000007,-1.866949912306422
0.3000000000000007,-1.8653402527138245
0.3020000000000007,-1.863555535974203
0.3040000000000007,-1.8616015653512672
0.3060000000000007,-1.859464200258215
0.3080000000000007,-1.8571552119368493
0.3100000000000007,-1.8546775770323953
0.3120000000000007,-1.852045498226805
0.3140000000000007,-1.8492665817274005
0.3160000000000007,-1.8463550517442324
0.3180000000000007,-1.8433021585455538
0.32000000000000073,-1.8400971693368287
0.32200000000000073,-1.836752222739361
0.32400000000000073,-1.8332854498090045
0.32600000000000073,-1.8296789658503028
0.32800000000000074,-1.8259413098899533
0.33000000000000074,-1.8220821988936546
0.33200000000000074,-1.8181087397604665
0.33400000000000074,-1.8140171005051755
0.33600000000000074,-1.809810487456087
0.33800000000000074,-1.8054824036077057
0.34000000000000075,-1.8010481154280746
0.34200000000000075,-1.7965132848574363
0.34400000000000075,-1.791859893696416
0.34600000000000075,-1.787085600380974
0.34800000000000075,-1.7821933734209057
0.35000000000000075,-1.7771869008194383
0.35200000000000076,-1.7720710432545999
0.35400000000000076,-1.7668639648195619
0.35600000000000076,-1.7615559508646643
0.35800000000000076,-1.756130147946934
0.36000000000000076,-1.7505673206828836
0.36200000000000077,-1.7448904589910175
0.36400000000000077,-1.7391062806672175
0.36600000000000077,-1.7332244180601477
0.36800000000000077,-1.7272487409647632
0.3700000000000008,-1.7211668654229217
0.3720000000000008,-1.7149729716479187
0.3740000000000008,-1.7086770720965083
0.3760000000000008,-1.7022766724359395
0.3780000000000008,-1.6957798870763707
0.3800000000000008,-1.6891862681718426
0.3820000000000008,-1.6824881842654758
0.3840000000000008,-1.6756896998743847
0.3860000000000008,-1.668792992002925
0.3880000000000008,-1.661799257818692
0.3900000000000008,-1.6546987354865887
0.3920000000000008,-1.6474817983197838
0.3940000000000008,-1.6401591103529034
0.3960000000000008,-1.632733300588434
0.3980000000000008,-1.6252083285977732
0.4000000000000008,-1.6175874346908505
0.4020000000000008,-1.6098449037026181
