#Protein type, x, y, z, NP 
3K2S-P4:52.5-97.5,-15.172511958490663,-5.892653327776597,-1.5016662185088714,1.0
3K2S-P4:102.5-272.5,10.109851159483046,8.887738522598243,4.792306619466678,6.0
3K2S-P4:132.5-162.5,9.140093738098333,15.526015794613349,-3.1339781886942433,8.0
3K2S-P4:62.5-77.5,14.448985423641146,-4.809736481452189,5.222770453769181,0.0
3K2S-P4:67.5-297.5,12.740874641046721,6.724384488313993,4.6134153807482665,4.0
3K2S-P4:47.5-117.5,-1.839638726245117,-5.235059161307295,15.252255045974039,0.0
3K2S-P4:62.5-77.5,7.603145783895202,0.12881842922891557,14.190125299217701,2.0
3K2S-P4:42.5-112.5,12.984233260495277,-6.952054015040203,-7.919639908193987,4.0
3K2S-P4:142.5-147.5,10.776919160847816,11.123483098230523,-9.748777248364556,8.0
3K2S-P4:147.5-192.5,-7.080754887306143,-9.6250472413855,-14.38503218091893,4.0
3K2S-P4:112.5-47.5,5.302658162215331,12.071794317769584,6.149830759244674,2.0
3K2S-P4:147.5-182.5,6.504978396726224,9.41001734464664,-14.764848519221472,5.0
3K2S-P4:57.5-107.5,-12.634969424180508,-8.865987381073044,2.8244915134616897,9.0
3K2S-P4:62.5-307.5,-3.837770536431948,12.930441338259582,8.422987621875343,3.0
2A73-P2:42.5-307.5,-9.832628287102304,4.735218603802651,9.727456875767363,5.0
2A73-P2:107.5-207.5,8.375300338172856,0.3045103435761069,14.60743977053954,1.0
3K2S-P4:47.5-117.5,-3.9812957542208536,-5.268106766598507,-14.826251524443753,1.0
3K2S-P4:67.5-292.5,-13.594138216007286,-5.339361559333665,-2.5812368135158863,1.0
3K2S-P4:67.5-287.5,7.698977175340776,8.342567380170319,-8.69536528148257,5.0
3K2S-P4:67.5-22.5,-9.465602014461037,-14.85851936493586,-7.7437064887516645,4.0
3K2S-P4:102.5-262.5,1.2887944269718625,10.501047027348866,9.772125746833366,3.0
2A73-P2:152.5-42.5,-1.492633358822477,6.255463304087264,-12.001272252504103,3.0
3K2S-P4:152.5-127.5,-7.738921715867323,12.071520882753749,11.391655765251201,0.0
3K2S-P4:157.5-187.5,-15.066595467901474,7.192262944997795,8.559825764131677,9.0
3K2S-P4:122.5-67.5,-12.933716034293607,-3.7473584576866705,-4.021082415969296,6.0
2A73-P2:22.5-287.5,10.269288350177357,-7.018661071512224,6.207469276682389,2.0
3K2S-P4:52.5-262.5,7.832736685973866,1.5752762253491661,-11.80533602922043,7.0
3K2S-P4:167.5-202.5,16.397293056557896,-5.062609888781506,6.698523760677253,6.0
3K2S-P4:177.5-7.5,6.408150235664647,15.437637270614129,7.784295195592596,6.0
1HZH-P5:92.5-107.5,-5.290375050721757,-0.9003997421329019,-16.27286036234897,9.0
2A73-P2:12.5-242.5,-4.6287946575770755,-12.138219585065544,-6.328135917229267,5.0
3K2S-P4:167.5-332.5,15.128258722207226,-5.903429025002467,-8.76897288434138,8.0
3K2S-P4:67.5-22.5,-3.9725667616392464,5.173209245594594,18.10510504868423,7.0
3K2S-P4:177.5-257.5,13.174048461892104,9.034225600627389,-9.081973984856461,1.0
2A73-P2:12.5-232.5,-11.864174222958873,-0.6787020239915644,-8.437323568154566,2.0
2A73-P2:22.5-222.5,4.586414996223443,11.02739880644682,-8.867753459691551,3.0
2A73-P2:32.5-237.5,2.87034540942206,12.114899017202399,6.9792874563146,9.0
3K2S-P4:167.5-217.5,-11.304876847178702,-9.961275631889844,10.726038772805271,7.0
3K2S-P4:102.5-272.5,2.7809930450437537,-12.894712740119,-5.491780246986641,1.0
2A73-P2:117.5-202.5,5.144991516436538,-14.342086291302502,5.340956133941096,0.0
3K2S-P4:42.5-82.5,-3.7996618162706888,-7.951963929252021,-14.551451388075323,5.0
3K2S-P4:22.5-127.5,13.289200670696859,-6.923693235205469,-10.12625221340731,1.0
2A73-P2:117.5-237.5,12.065149685653441,-1.2327247538899195,-11.296341392180912,9.0
1HZH-P5:127.5-152.5,-8.097454787257304,-7.221620616682247,-9.854533751043716,8.0
3K2S-P4:112.5-147.5,-3.1097913705359583,14.187685487122618,-8.469862907151091,7.0
3K2S-P4:57.5-82.5,8.228660622186377,-8.035891937324829,-11.48455688757464,6.0
3K2S-P4:137.5-127.5,0.40893918141734664,-13.752699260273578,11.221404980554237,9.0
3K2S-P4:97.5-272.5,0.07210853957749654,-1.560936547263442,13.886841450936632,4.0
3K2S-P4:122.5-162.5,4.3096998561965085,5.953107349350057,-16.19510608687419,5.0
3K2S-P4:122.5-47.5,5.203420271399213,12.94224222739068,-4.7005998401381515,4.0
3K2S-P4:37.5-112.5,15.633064989079521,-4.31285913112647,5.360848116163268,2.0
2A73-P2:152.5-37.5,-5.247009691709053,-1.5548653908649261,-12.46948668450183,3.0
3K2S-P4:57.5-287.5,-1.3970884810596897,-14.342053016504313,2.0201106898199694,3.0
3K2S-P4:47.5-117.5,10.307391795358708,0.9092726787982405,-12.504091195504447,1.0
3K2S-P4:87.5-277.5,-12.954681664954538,1.5229498633364096,-4.04263063363621,8.0
