1.920000000000000040e-01,3.091429558194792371e+00
1.940000000000000058e-01,3.005418945825994559e+00
1.960000000000000075e-01,2.919457381049124667e+00
1.980000000000000093e-01,2.833635491398597495e+00
2.000000000000000111e-01,2.748086660114679169e+00
2.020000000000000129e-01,2.662936782467919095e+00
2.039999999999999869e-01,2.578298322079709770e+00
2.059999999999999887e-01,2.494279020946051695e+00
2.079999999999999905e-01,2.410995397400617968e+00
2.099999999999999922e-01,2.328585916409353640e+00
2.119999999999999940e-01,2.247162322046767802e+00
2.139999999999999958e-01,2.166814416258191045e+00
2.159999999999999976e-01,2.087606712536117737e+00
2.179999999999999993e-01,2.009590165148129159e+00
2.200000000000000011e-01,1.932814380989937852e+00
2.220000000000000029e-01,1.857334770898872112e+00
2.240000000000000047e-01,1.783183135830589627e+00
2.260000000000000064e-01,1.710380657997409681e+00
2.280000000000000082e-01,1.638965836838338408e+00
2.300000000000000100e-01,1.568986259093881230e+00
2.320000000000000118e-01,1.500481435850449019e+00
2.340000000000000135e-01,1.433484086919375677e+00
2.359999999999999876e-01,1.368010914946234946e+00
2.379999999999999893e-01,1.304073462944387085e+00
2.399999999999999911e-01,1.241685248017764032e+00
2.419999999999999929e-01,1.180880770871807872e+00
2.439999999999999947e-01,1.121698249512489198e+00
2.459999999999999964e-01,1.064175655673226251e+00
2.479999999999999982e-01,1.008352718337685250e+00
2.500000000000000000e-01,9.542603366257549347e-01
2.520000000000000018e-01,9.019103342036782767e-01
2.540000000000000036e-01,8.513047137236148254e-01
2.560000000000000053e-01,8.024437527515287938e-01
2.580000000000000071e-01,7.553157217422816760e-01
2.600000000000000089e-01,7.099051287482538442e-01
2.620000000000000107e-01,6.661835949913049726e-01
2.640000000000000124e-01,6.241020712553655425e-01
2.660000000000000142e-01,5.835979621941602691e-01
2.680000000000000160e-01,5.446105921949438988e-01
2.700000000000000178e-01,5.070757535106642511e-01
2.720000000000000195e-01,4.709263681914796495e-01
2.740000000000000213e-01,4.360867120538715058e-01
2.760000000000000231e-01,4.024775244008915176e-01
2.780000000000000249e-01,3.700342206590351291e-01
2.800000000000000266e-01,3.387079674072286939e-01
2.819999999999999729e-01,3.084532965611763711e-01
2.839999999999999747e-01,2.792427304350899586e-01
2.859999999999999765e-01,2.510620606645375119e-01
2.879999999999999782e-01,2.238862380735081592e-01
2.899999999999999800e-01,1.976773204887678215e-01
2.919999999999999818e-01,1.723959591790266144e-01
2.939999999999999836e-01,1.480166960838739387e-01
2.959999999999999853e-01,1.245164963539181213e-01
2.979999999999999871e-01,1.018683459333515340e-01
2.999999999999999889e-01,8.004823148113064668e-02
3.019999999999999907e-01,5.903213388996865485e-02
3.039999999999999925e-01,3.878856655887519267e-02
3.059999999999999942e-01,1.928354452478961076e-02
3.079999999999999960e-01,4.805277317315378993e-04
3.099999999999999978e-01,-1.765612999976511055e-02
3.119999999999999996e-01,-3.515387379443447174e-02
3.140000000000000013e-01,-5.204009916035887140e-02
3.160000000000000031e-01,-6.834999585322501514e-02
3.180000000000000049e-01,-8.412459652719908587e-02
3.200000000000000067e-01,-9.939227678211365324e-02
3.220000000000000084e-01,-1.141741373186961062e-01
3.240000000000000102e-01,-1.284905537501102590e-01
3.260000000000000120e-01,-1.423613010298092618e-01
3.280000000000000138e-01,-1.558072655260858141e-01
3.300000000000000155e-01,-1.688519909623685811e-01
3.320000000000000173e-01,-1.815222060285417993e-01
3.340000000000000191e-01,-1.938485544574097830e-01
3.360000000000000209e-01,-2.058568599150834566e-01
3.380000000000000226e-01,-2.175655804579920971e-01
3.400000000000000244e-01,-2.289960785155183975e-01
3.420000000000000262e-01,-2.401736666504913353e-01
3.439999999999999725e-01,-2.511213214579133268e-01
3.459999999999999742e-01,-2.618649777530916434e-01
