1.580000000000000016e-01,4.692455218417993734e+00
1.600000000000000033e-01,4.668552536638507000e+00
1.620000000000000051e-01,4.644653950408262233e+00
1.739999999999999880e-01,4.502054287932174326e+00
1.779999999999999916e-01,4.455115336783137536e+00
1.799999999999999933e-01,4.431696364332428750e+00
1.859999999999999987e-01,4.360760410253575081e+00
1.880000000000000004e-01,4.336533653339658123e+00
1.900000000000000022e-01,4.311806638769056121e+00
1.920000000000000040e-01,4.286434944791235324e+00
1.940000000000000058e-01,4.260246212401351151e+00
1.960000000000000075e-01,4.233031682803318319e+00
1.980000000000000093e-01,4.204592074149796410e+00
2.000000000000000111e-01,4.174790240118091411e+00
2.020000000000000129e-01,4.143549107942132714e+00
2.059999999999999887e-01,4.076422641127935620e+00
2.079999999999999905e-01,4.040339161873090390e+00
2.099999999999999922e-01,4.002438914037277584e+00
2.119999999999999940e-01,3.962626164614285074e+00
2.139999999999999958e-01,3.920880400140718258e+00
2.159999999999999976e-01,3.877238486459861022e+00
2.179999999999999993e-01,3.831787172134629493e+00
2.200000000000000011e-01,3.784639413632335803e+00
2.220000000000000029e-01,3.735905903982299936e+00
2.240000000000000047e-01,3.685694209285346634e+00
2.260000000000000064e-01,3.634116325118301738e+00
2.280000000000000082e-01,3.581315114293717183e+00
2.300000000000000100e-01,3.527488533506171642e+00
2.320000000000000118e-01,3.472815336979593770e+00
2.340000000000000135e-01,3.417450197639266385e+00
2.359999999999999876e-01,3.361531909111813210e+00
2.379999999999999893e-01,3.305168362405063842e+00
2.399999999999999911e-01,3.248453309755496399e+00
2.419999999999999929e-01,3.191483434800225449e+00
2.439999999999999947e-01,3.134363350040244356e+00
2.459999999999999964e-01,3.077242073518854149e+00
2.479999999999999982e-01,3.020258643443740620e+00
2.500000000000000000e-01,2.963538910067422982e+00
2.520000000000000018e-01,2.907194561849115289e+00
2.540000000000000036e-01,2.851336797304029780e+00
2.560000000000000053e-01,2.796073360136491992e+00
2.580000000000000071e-01,2.741507927271976897e+00
2.600000000000000089e-01,2.687741167126906916e+00
2.620000000000000107e-01,2.634871002339895352e+00
2.640000000000000124e-01,2.582987155306827542e+00
2.660000000000000142e-01,2.532165948103895836e+00
2.680000000000000160e-01,2.482472824103297171e+00
2.700000000000000178e-01,2.433962096606215653e+00
2.720000000000000195e-01,2.386669820348057414e+00
2.740000000000000213e-01,2.340623620208298394e+00
2.760000000000000231e-01,2.295845992039375894e+00
2.780000000000000249e-01,2.252345803000868951e+00
2.800000000000000266e-01,2.210121368102557327e+00
2.819999999999999729e-01,2.169161139982276776e+00
2.839999999999999747e-01,2.129447211194487544e+00
2.859999999999999765e-01,2.090966703518373215e+00
