1.920000000000000040e-01,4.124813855520009120e+00
1.940000000000000058e-01,4.025940056651320376e+00
1.960000000000000075e-01,3.927022348455233569e+00
1.980000000000000093e-01,3.828019713398638224e+00
2.000000000000000111e-01,3.728860820750399707e+00
2.020000000000000129e-01,3.629495916439021030e+00
2.039999999999999869e-01,3.529901576543620578e+00
2.059999999999999887e-01,3.430025267388387533e+00
2.079999999999999905e-01,3.329848972287167808e+00
2.099999999999999922e-01,3.229384309275570963e+00
2.119999999999999940e-01,3.128674003213154364e+00
2.139999999999999958e-01,3.027788473565205862e+00
2.159999999999999976e-01,2.926798478405287618e+00
2.179999999999999993e-01,2.825812484594494745e+00
2.200000000000000011e-01,2.724956203401548649e+00
2.220000000000000029e-01,2.624353121981375381e+00
2.240000000000000047e-01,2.524145010296300118e+00
2.260000000000000064e-01,2.424520306397271341e+00
2.280000000000000082e-01,2.325681593841903094e+00
2.300000000000000100e-01,2.227830346891350288e+00
2.320000000000000118e-01,2.131168821668972591e+00
2.340000000000000135e-01,2.035891991380820887e+00
2.359999999999999876e-01,1.942188980528297026e+00
2.379999999999999893e-01,1.850257975232863838e+00
2.399999999999999911e-01,1.760285466663741971e+00
2.419999999999999929e-01,1.672458504465868412e+00
2.439999999999999947e-01,1.586944241055608273e+00
2.459999999999999964e-01,1.503882916419532867e+00
2.479999999999999982e-01,1.423393056345511720e+00
2.500000000000000000e-01,1.345586700385609902e+00
2.520000000000000018e-01,1.270551347199228243e+00
2.540000000000000036e-01,1.198341720120542409e+00
2.560000000000000053e-01,1.128991460202709796e+00
2.580000000000000071e-01,1.062529965611555216e+00
2.600000000000000089e-01,9.989729914027756230e-01
2.620000000000000107e-01,9.383175862744714824e-01
2.640000000000000124e-01,8.805412835378552128e-01
2.660000000000000142e-01,8.255985167418299353e-01
2.680000000000000160e-01,7.734224606457857920e-01
2.700000000000000178e-01,7.239371431145020797e-01
2.720000000000000195e-01,6.770576140036994595e-01
2.740000000000000213e-01,6.326912524338176302e-01
2.760000000000000231e-01,5.907412361103023812e-01
2.780000000000000249e-01,5.511102010540482876e-01
2.800000000000000266e-01,5.136912118273239125e-01
2.819999999999999729e-01,4.783823780048079843e-01
2.839999999999999747e-01,4.450756893854377338e-01
2.859999999999999765e-01,4.136492782457970030e-01
2.879999999999999782e-01,3.839825225039653622e-01
2.899999999999999800e-01,3.559552612922067261e-01
2.919999999999999818e-01,3.294447946476469768e-01
2.939999999999999836e-01,3.043290375487107680e-01
2.959999999999999853e-01,2.804927438294237962e-01
2.979999999999999871e-01,2.578238564221901896e-01
2.999999999999999889e-01,2.362187029135406346e-01
3.019999999999999907e-01,2.155811158064147026e-01
3.039999999999999925e-01,1.958229345806492272e-01
3.059999999999999942e-01,1.768590548704572218e-01
3.079999999999999960e-01,1.586108888714128362e-01
3.099999999999999978e-01,1.410044294018240607e-01
3.119999999999999996e-01,1.239737690620161814e-01
3.140000000000000013e-01,1.074589043307935671e-01
3.160000000000000031e-01,9.140345628867438399e-02
3.180000000000000049e-01,7.575877418361677551e-02
3.200000000000000067e-01,6.048703814390258421e-02
3.220000000000000084e-01,4.556035806746020628e-02
3.240000000000000102e-01,3.095515826193010953e-02
3.260000000000000120e-01,1.665568449387908045e-02
3.280000000000000138e-01,2.652170045644811850e-03
3.300000000000000155e-01,-1.106003593245408548e-02
3.320000000000000173e-01,-2.447971644884063686e-02
3.340000000000000191e-01,-3.760680545304057043e-02
3.360000000000000209e-01,-5.044906107566571318e-02
3.380000000000000226e-01,-6.301329664048482826e-02
3.400000000000000244e-01,-7.530924954317597120e-02
3.420000000000000262e-01,-8.734233251168721512e-02
3.439999999999999725e-01,-9.911857332677687094e-02
3.459999999999999742e-01,-1.106464373785307764e-01
3.479999999999999760e-01,-1.219340332046631725e-01
3.499999999999999778e-01,-1.329936546766264660e-01
3.519999999999999796e-01,-1.438384733418482664e-01
3.539999999999999813e-01,-1.544782975437853367e-01
3.559999999999999831e-01,-1.649211029637993042e-01
3.579999999999999849e-01,-1.751721963347130373e-01
3.599999999999999867e-01,-1.852336462425787922e-01
3.619999999999999885e-01,-1.951096111834595692e-01
3.639999999999999902e-01,-2.048028286496452743e-01
3.659999999999999920e-01,-2.143143550353371340e-01
3.679999999999999938e-01,-2.236442548228566030e-01
3.699999999999999956e-01,-2.327953423685843182e-01
3.719999999999999973e-01,-2.417740020537440804e-01
